split,class,source,processed
train,metal,data/raw/dataset-resized/metal/metal372.jpg,data/processed/train/metal/metal_0049.jpg
train,metal,data/raw/dataset-resized/metal/metal198.jpg,data/processed/train/metal/metal_0050.jpg
train,metal,data/raw/dataset-resized/metal/metal218.jpg,data/processed/train/metal/metal_0051.jpg
train,metal,data/raw/dataset-resized/metal/metal369.jpg,data/processed/train/metal/metal_0052.jpg
train,metal,data/raw/dataset-resized/metal/metal392.jpg,data/processed/train/metal/metal_0053.jpg
train,metal,data/raw/dataset-resized/metal/metal163.jpg,data/processed/train/metal/metal_0054.jpg
train,metal,data/raw/dataset-resized/metal/metal69.jpg,data/processed/train/metal/metal_0055.jpg
train,metal,data/raw/dataset-resized/metal/metal344.jpg,data/processed/train/metal/metal_0056.jpg
train,metal,data/raw/dataset-resized/metal/metal322.jpg,data/processed/train/metal/metal_0057.jpg
train,metal,data/raw/dataset-resized/metal/metal272.jpg,data/processed/train/metal/metal_0058.jpg
train,metal,data/raw/dataset-resized/metal/metal57.jpg,data/processed/train/metal/metal_0059.jpg
train,metal,data/raw/dataset-resized/metal/metal47.jpg,data/processed/train/metal/metal_0060.jpg
train,metal,data/raw/dataset-resized/metal/metal137.jpg,data/processed/train/metal/metal_0061.jpg
train,metal,data/raw/dataset-resized/metal/metal382.jpg,data/processed/train/metal/metal_0062.jpg
train,metal,data/raw/dataset-resized/metal/metal350.jpg,data/processed/train/metal/metal_0063.jpg
train,metal,data/raw/dataset-resized/metal/metal100.jpg,data/processed/train/metal/metal_0064.jpg
train,metal,data/raw/dataset-resized/metal/metal158.jpg,data/processed/train/metal/metal_0065.jpg
train,metal,data/raw/dataset-resized/metal/metal383.jpg,data/processed/train/metal/metal_0066.jpg
train,metal,data/raw/dataset-resized/metal/metal42.jpg,data/processed/train/metal/metal_0067.jpg
train,metal,data/raw/dataset-resized/metal/metal19.jpg,data/processed/train/metal/metal_0068.jpg
train,metal,data/raw/dataset-resized/metal/metal223.jpg,data/processed/train/metal/metal_0069.jpg
train,metal,data/raw/dataset-resized/metal/metal99.jpg,data/processed/train/metal/metal_0070.jpg
train,metal,data/raw/dataset-resized/metal/metal254.jpg,data/processed/train/metal/metal_0071.jpg
train,metal,data/raw/dataset-resized/metal/metal143.jpg,data/processed/train/metal/metal_0072.jpg
train,metal,data/raw/dataset-resized/metal/metal296.jpg,data/processed/train/metal/metal_0073.jpg
train,metal,data/raw/dataset-resized/metal/metal72.jpg,data/processed/train/metal/metal_0074.jpg
train,metal,data/raw/dataset-resized/metal/metal360.jpg,data/processed/train/metal/metal_0075.jpg
train,metal,data/raw/dataset-resized/metal/metal259.jpg,data/processed/train/metal/metal_0076.jpg
train,metal,data/raw/dataset-resized/metal/metal148.jpg,data/processed/train/metal/metal_0077.jpg
train,metal,data/raw/dataset-resized/metal/metal31.jpg,data/processed/train/metal/metal_0078.jpg
train,metal,data/raw/dataset-resized/metal/metal167.jpg,data/processed/train/metal/metal_0079.jpg
train,metal,data/raw/dataset-resized/metal/metal139.jpg,data/processed/train/metal/metal_0080.jpg
train,metal,data/raw/dataset-resized/metal/metal313.jpg,data/processed/train/metal/metal_0081.jpg
train,metal,data/raw/dataset-resized/metal/metal396.jpg,data/processed/train/metal/metal_0082.jpg
train,metal,data/raw/dataset-resized/metal/metal317.jpg,data/processed/train/metal/metal_0083.jpg
train,metal,data/raw/dataset-resized/metal/metal298.jpg,data/processed/train/metal/metal_0084.jpg
train,metal,data/raw/dataset-resized/metal/metal402.jpg,data/processed/train/metal/metal_0085.jpg
train,metal,data/raw/dataset-resized/metal/metal66.jpg,data/processed/train/metal/metal_0086.jpg
train,metal,data/raw/dataset-resized/metal/metal407.jpg,data/processed/train/metal/metal_0087.jpg
train,metal,data/raw/dataset-resized/metal/metal260.jpg,data/processed/train/metal/metal_0088.jpg
train,metal,data/raw/dataset-resized/metal/metal180.jpg,data/processed/train/metal/metal_0089.jpg
train,metal,data/raw/dataset-resized/metal/metal217.jpg,data/processed/train/metal/metal_0090.jpg
train,metal,data/raw/dataset-resized/metal/metal242.jpg,data/processed/train/metal/metal_0091.jpg
train,metal,data/raw/dataset-resized/metal/metal263.jpg,data/processed/train/metal/metal_0092.jpg
train,metal,data/raw/dataset-resized/metal/metal251.jpg,data/processed/train/metal/metal_0093.jpg
train,metal,data/raw/dataset-resized/metal/metal371.jpg,data/processed/train/metal/metal_0094.jpg
train,metal,data/raw/dataset-resized/metal/metal238.jpg,data/processed/train/metal/metal_0095.jpg
train,metal,data/raw/dataset-resized/metal/metal294.jpg,data/processed/train/metal/metal_0096.jpg
train,metal,data/raw/dataset-resized/metal/metal64.jpg,data/processed/train/metal/metal_0097.jpg
train,metal,data/raw/dataset-resized/metal/metal3.jpg,data/processed/train/metal/metal_0098.jpg
train,metal,data/raw/dataset-resized/metal/metal196.jpg,data/processed/train/metal/metal_0099.jpg
train,metal,data/raw/dataset-resized/metal/metal340.jpg,data/processed/train/metal/metal_0100.jpg
train,metal,data/raw/dataset-resized/metal/metal255.jpg,data/processed/train/metal/metal_0101.jpg
train,metal,data/raw/dataset-resized/metal/metal17.jpg,data/processed/train/metal/metal_0102.jpg
train,metal,data/raw/dataset-resized/metal/metal9.jpg,data/processed/train/metal/metal_0103.jpg
train,metal,data/raw/dataset-resized/metal/metal119.jpg,data/processed/train/metal/metal_0104.jpg
train,metal,data/raw/dataset-resized/metal/metal270.jpg,data/processed/train/metal/metal_0105.jpg
train,metal,data/raw/dataset-resized/metal/metal281.jpg,data/processed/train/metal/metal_0106.jpg
train,metal,data/raw/dataset-resized/metal/metal355.jpg,data/processed/train/metal/metal_0107.jpg
train,metal,data/raw/dataset-resized/metal/metal275.jpg,data/processed/train/metal/metal_0108.jpg
train,metal,data/raw/dataset-resized/metal/metal280.jpg,data/processed/train/metal/metal_0109.jpg
train,metal,data/raw/dataset-resized/metal/metal324.jpg,data/processed/train/metal/metal_0110.jpg
train,metal,data/raw/dataset-resized/metal/metal4.jpg,data/processed/train/metal/metal_0111.jpg
train,metal,data/raw/dataset-resized/metal/metal352.jpg,data/processed/train/metal/metal_0112.jpg
train,metal,data/raw/dataset-resized/metal/metal341.jpg,data/processed/train/metal/metal_0113.jpg
train,metal,data/raw/dataset-resized/metal/metal149.jpg,data/processed/train/metal/metal_0114.jpg
train,metal,data/raw/dataset-resized/metal/metal141.jpg,data/processed/train/metal/metal_0115.jpg
train,metal,data/raw/dataset-resized/metal/metal60.jpg,data/processed/train/metal/metal_0116.jpg
train,metal,data/raw/dataset-resized/metal/metal335.jpg,data/processed/train/metal/metal_0117.jpg
train,metal,data/raw/dataset-resized/metal/metal378.jpg,data/processed/train/metal/metal_0118.jpg
train,metal,data/raw/dataset-resized/metal/metal357.jpg,data/processed/train/metal/metal_0119.jpg
train,metal,data/raw/dataset-resized/metal/metal394.jpg,data/processed/train/metal/metal_0120.jpg
train,metal,data/raw/dataset-resized/metal/metal103.jpg,data/processed/train/metal/metal_0121.jpg
train,metal,data/raw/dataset-resized/metal/metal269.jpg,data/processed/train/metal/metal_0122.jpg
train,metal,data/raw/dataset-resized/metal/metal75.jpg,data/processed/train/metal/metal_0123.jpg
train,metal,data/raw/dataset-resized/metal/metal245.jpg,data/processed/train/metal/metal_0124.jpg
train,metal,data/raw/dataset-resized/metal/metal292.jpg,data/processed/train/metal/metal_0125.jpg
train,metal,data/raw/dataset-resized/metal/metal118.jpg,data/processed/train/metal/metal_0126.jpg
train,metal,data/raw/dataset-resized/metal/metal15.jpg,data/processed/train/metal/metal_0127.jpg
train,metal,data/raw/dataset-resized/metal/metal241.jpg,data/processed/train/metal/metal_0128.jpg
train,metal,data/raw/dataset-resized/metal/metal282.jpg,data/processed/train/metal/metal_0129.jpg
train,metal,data/raw/dataset-resized/metal/metal2.jpg,data/processed/train/metal/metal_0130.jpg
train,metal,data/raw/dataset-resized/metal/metal303.jpg,data/processed/train/metal/metal_0131.jpg
train,metal,data/raw/dataset-resized/metal/metal391.jpg,data/processed/train/metal/metal_0132.jpg
train,metal,data/raw/dataset-resized/metal/metal87.jpg,data/processed/train/metal/metal_0133.jpg
train,metal,data/raw/dataset-resized/metal/metal67.jpg,data/processed/train/metal/metal_0134.jpg
train,metal,data/raw/dataset-resized/metal/metal279.jpg,data/processed/train/metal/metal_0135.jpg
train,metal,data/raw/dataset-resized/metal/metal328.jpg,data/processed/train/metal/metal_0136.jpg
train,metal,data/raw/dataset-resized/metal/metal316.jpg,data/processed/train/metal/metal_0137.jpg
train,metal,data/raw/dataset-resized/metal/metal249.jpg,data/processed/train/metal/metal_0138.jpg
train,metal,data/raw/dataset-resized/metal/metal349.jpg,data/processed/train/metal/metal_0139.jpg
train,metal,data/raw/dataset-resized/metal/metal395.jpg,data/processed/train/metal/metal_0140.jpg
train,metal,data/raw/dataset-resized/metal/metal54.jpg,data/processed/train/metal/metal_0141.jpg
train,metal,data/raw/dataset-resized/metal/metal381.jpg,data/processed/train/metal/metal_0142.jpg
train,metal,data/raw/dataset-resized/metal/metal95.jpg,data/processed/train/metal/metal_0143.jpg
train,metal,data/raw/dataset-resized/metal/metal177.jpg,data/processed/train/metal/metal_0144.jpg
train,metal,data/raw/dataset-resized/metal/metal16.jpg,data/processed/train/metal/metal_0145.jpg
train,metal,data/raw/dataset-resized/metal/metal345.jpg,data/processed/train/metal/metal_0146.jpg
train,metal,data/raw/dataset-resized/metal/metal116.jpg,data/processed/train/metal/metal_0147.jpg
train,metal,data/raw/dataset-resized/metal/metal55.jpg,data/processed/train/metal/metal_0148.jpg
train,metal,data/raw/dataset-resized/metal/metal304.jpg,data/processed/train/metal/metal_0149.jpg
train,metal,data/raw/dataset-resized/metal/metal386.jpg,data/processed/train/metal/metal_0150.jpg
train,metal,data/raw/dataset-resized/metal/metal405.jpg,data/processed/train/metal/metal_0151.jpg
train,metal,data/raw/dataset-resized/metal/metal257.jpg,data/processed/train/metal/metal_0152.jpg
train,metal,data/raw/dataset-resized/metal/metal22.jpg,data/processed/train/metal/metal_0153.jpg
train,metal,data/raw/dataset-resized/metal/metal320.jpg,data/processed/train/metal/metal_0154.jpg
train,metal,data/raw/dataset-resized/metal/metal81.jpg,data/processed/train/metal/metal_0155.jpg
train,metal,data/raw/dataset-resized/metal/metal121.jpg,data/processed/train/metal/metal_0156.jpg
train,metal,data/raw/dataset-resized/metal/metal62.jpg,data/processed/train/metal/metal_0157.jpg
train,metal,data/raw/dataset-resized/metal/metal235.jpg,data/processed/train/metal/metal_0158.jpg
train,metal,data/raw/dataset-resized/metal/metal367.jpg,data/processed/train/metal/metal_0159.jpg
train,metal,data/raw/dataset-resized/metal/metal128.jpg,data/processed/train/metal/metal_0160.jpg
train,metal,data/raw/dataset-resized/metal/metal107.jpg,data/processed/train/metal/metal_0161.jpg
train,metal,data/raw/dataset-resized/metal/metal212.jpg,data/processed/train/metal/metal_0162.jpg
train,metal,data/raw/dataset-resized/metal/metal265.jpg,data/processed/train/metal/metal_0163.jpg
train,metal,data/raw/dataset-resized/metal/metal390.jpg,data/processed/train/metal/metal_0164.jpg
train,metal,data/raw/dataset-resized/metal/metal187.jpg,data/processed/train/metal/metal_0165.jpg
train,metal,data/raw/dataset-resized/metal/metal208.jpg,data/processed/train/metal/metal_0166.jpg
train,metal,data/raw/dataset-resized/metal/metal172.jpg,data/processed/train/metal/metal_0167.jpg
train,metal,data/raw/dataset-resized/metal/metal109.jpg,data/processed/train/metal/metal_0168.jpg
train,metal,data/raw/dataset-resized/metal/metal194.jpg,data/processed/train/metal/metal_0169.jpg
train,metal,data/raw/dataset-resized/metal/metal336.jpg,data/processed/train/metal/metal_0170.jpg
train,metal,data/raw/dataset-resized/metal/metal342.jpg,data/processed/train/metal/metal_0171.jpg
train,metal,data/raw/dataset-resized/metal/metal230.jpg,data/processed/train/metal/metal_0172.jpg
train,metal,data/raw/dataset-resized/metal/metal310.jpg,data/processed/train/metal/metal_0173.jpg
train,metal,data/raw/dataset-resized/metal/metal333.jpg,data/processed/train/metal/metal_0174.jpg
train,metal,data/raw/dataset-resized/metal/metal347.jpg,data/processed/train/metal/metal_0175.jpg
train,metal,data/raw/dataset-resized/metal/metal287.jpg,data/processed/train/metal/metal_0176.jpg
train,metal,data/raw/dataset-resized/metal/metal330.jpg,data/processed/train/metal/metal_0177.jpg
train,metal,data/raw/dataset-resized/metal/metal375.jpg,data/processed/train/metal/metal_0178.jpg
train,metal,data/raw/dataset-resized/metal/metal286.jpg,data/processed/train/metal/metal_0179.jpg
train,metal,data/raw/dataset-resized/metal/metal176.jpg,data/processed/train/metal/metal_0180.jpg
train,metal,data/raw/dataset-resized/metal/metal410.jpg,data/processed/train/metal/metal_0181.jpg
train,metal,data/raw/dataset-resized/metal/metal332.jpg,data/processed/train/metal/metal_0182.jpg
train,metal,data/raw/dataset-resized/metal/metal362.jpg,data/processed/train/metal/metal_0183.jpg
train,metal,data/raw/dataset-resized/metal/metal201.jpg,data/processed/train/metal/metal_0184.jpg
train,metal,data/raw/dataset-resized/metal/metal409.jpg,data/processed/train/metal/metal_0185.jpg
train,metal,data/raw/dataset-resized/metal/metal211.jpg,data/processed/train/metal/metal_0186.jpg
train,metal,data/raw/dataset-resized/metal/metal346.jpg,data/processed/train/metal/metal_0187.jpg
train,metal,data/raw/dataset-resized/metal/metal232.jpg,data/processed/train/metal/metal_0188.jpg
train,metal,data/raw/dataset-resized/metal/metal234.jpg,data/processed/train/metal/metal_0189.jpg
train,metal,data/raw/dataset-resized/metal/metal389.jpg,data/processed/train/metal/metal_0190.jpg
train,metal,data/raw/dataset-resized/metal/metal63.jpg,data/processed/train/metal/metal_0191.jpg
train,metal,data/raw/dataset-resized/metal/metal387.jpg,data/processed/train/metal/metal_0192.jpg
train,metal,data/raw/dataset-resized/metal/metal334.jpg,data/processed/train/metal/metal_0193.jpg
train,metal,data/raw/dataset-resized/metal/metal323.jpg,data/processed/train/metal/metal_0194.jpg
train,metal,data/raw/dataset-resized/metal/metal70.jpg,data/processed/train/metal/metal_0195.jpg
train,metal,data/raw/dataset-resized/metal/metal178.jpg,data/processed/train/metal/metal_0196.jpg
train,metal,data/raw/dataset-resized/metal/metal290.jpg,data/processed/train/metal/metal_0197.jpg
train,metal,data/raw/dataset-resized/metal/metal277.jpg,data/processed/train/metal/metal_0198.jpg
train,metal,data/raw/dataset-resized/metal/metal162.jpg,data/processed/train/metal/metal_0199.jpg
train,metal,data/raw/dataset-resized/metal/metal114.jpg,data/processed/train/metal/metal_0200.jpg
train,metal,data/raw/dataset-resized/metal/metal13.jpg,data/processed/train/metal/metal_0201.jpg
train,metal,data/raw/dataset-resized/metal/metal271.jpg,data/processed/train/metal/metal_0202.jpg
train,metal,data/raw/dataset-resized/metal/metal318.jpg,data/processed/train/metal/metal_0203.jpg
train,metal,data/raw/dataset-resized/metal/metal237.jpg,data/processed/train/metal/metal_0204.jpg
train,metal,data/raw/dataset-resized/metal/metal142.jpg,data/processed/train/metal/metal_0205.jpg
train,metal,data/raw/dataset-resized/metal/metal188.jpg,data/processed/train/metal/metal_0206.jpg
train,metal,data/raw/dataset-resized/metal/metal94.jpg,data/processed/train/metal/metal_0207.jpg
train,metal,data/raw/dataset-resized/metal/metal305.jpg,data/processed/train/metal/metal_0208.jpg
train,metal,data/raw/dataset-resized/metal/metal203.jpg,data/processed/train/metal/metal_0209.jpg
train,metal,data/raw/dataset-resized/metal/metal155.jpg,data/processed/train/metal/metal_0210.jpg
train,metal,data/raw/dataset-resized/metal/metal207.jpg,data/processed/train/metal/metal_0211.jpg
train,metal,data/raw/dataset-resized/metal/metal21.jpg,data/processed/train/metal/metal_0212.jpg
train,metal,data/raw/dataset-resized/metal/metal49.jpg,data/processed/train/metal/metal_0213.jpg
train,metal,data/raw/dataset-resized/metal/metal161.jpg,data/processed/train/metal/metal_0214.jpg
train,metal,data/raw/dataset-resized/metal/metal261.jpg,data/processed/train/metal/metal_0215.jpg
train,metal,data/raw/dataset-resized/metal/metal216.jpg,data/processed/train/metal/metal_0216.jpg
train,metal,data/raw/dataset-resized/metal/metal166.jpg,data/processed/train/metal/metal_0217.jpg
train,metal,data/raw/dataset-resized/metal/metal264.jpg,data/processed/train/metal/metal_0218.jpg
train,metal,data/raw/dataset-resized/metal/metal68.jpg,data/processed/train/metal/metal_0219.jpg
train,metal,data/raw/dataset-resized/metal/metal134.jpg,data/processed/train/metal/metal_0220.jpg
train,metal,data/raw/dataset-resized/metal/metal65.jpg,data/processed/train/metal/metal_0221.jpg
train,metal,data/raw/dataset-resized/metal/metal337.jpg,data/processed/train/metal/metal_0222.jpg
train,metal,data/raw/dataset-resized/metal/metal52.jpg,data/processed/train/metal/metal_0223.jpg
train,metal,data/raw/dataset-resized/metal/metal400.jpg,data/processed/train/metal/metal_0224.jpg
train,metal,data/raw/dataset-resized/metal/metal125.jpg,data/processed/train/metal/metal_0225.jpg
train,metal,data/raw/dataset-resized/metal/metal293.jpg,data/processed/train/metal/metal_0226.jpg
train,metal,data/raw/dataset-resized/metal/metal150.jpg,data/processed/train/metal/metal_0227.jpg
train,metal,data/raw/dataset-resized/metal/metal12.jpg,data/processed/train/metal/metal_0228.jpg
train,metal,data/raw/dataset-resized/metal/metal193.jpg,data/processed/train/metal/metal_0229.jpg
train,metal,data/raw/dataset-resized/metal/metal307.jpg,data/processed/train/metal/metal_0230.jpg
train,metal,data/raw/dataset-resized/metal/metal101.jpg,data/processed/train/metal/metal_0231.jpg
train,metal,data/raw/dataset-resized/metal/metal226.jpg,data/processed/train/metal/metal_0232.jpg
train,metal,data/raw/dataset-resized/metal/metal170.jpg,data/processed/train/metal/metal_0233.jpg
train,metal,data/raw/dataset-resized/metal/metal135.jpg,data/processed/train/metal/metal_0234.jpg
train,metal,data/raw/dataset-resized/metal/metal262.jpg,data/processed/train/metal/metal_0235.jpg
train,metal,data/raw/dataset-resized/metal/metal154.jpg,data/processed/train/metal/metal_0236.jpg
train,metal,data/raw/dataset-resized/metal/metal283.jpg,data/processed/train/metal/metal_0237.jpg
train,metal,data/raw/dataset-resized/metal/metal377.jpg,data/processed/train/metal/metal_0238.jpg
train,metal,data/raw/dataset-resized/metal/metal339.jpg,data/processed/train/metal/metal_0239.jpg
train,metal,data/raw/dataset-resized/metal/metal105.jpg,data/processed/train/metal/metal_0240.jpg
train,metal,data/raw/dataset-resized/metal/metal127.jpg,data/processed/train/metal/metal_0241.jpg
train,metal,data/raw/dataset-resized/metal/metal210.jpg,data/processed/train/metal/metal_0242.jpg
train,metal,data/raw/dataset-resized/metal/metal351.jpg,data/processed/train/metal/metal_0243.jpg
train,metal,data/raw/dataset-resized/metal/metal86.jpg,data/processed/train/metal/metal_0244.jpg
train,metal,data/raw/dataset-resized/metal/metal20.jpg,data/processed/train/metal/metal_0245.jpg
train,metal,data/raw/dataset-resized/metal/metal165.jpg,data/processed/train/metal/metal_0246.jpg
train,metal,data/raw/dataset-resized/metal/metal312.jpg,data/processed/train/metal/metal_0247.jpg
train,metal,data/raw/dataset-resized/metal/metal8.jpg,data/processed/train/metal/metal_0248.jpg
train,metal,data/raw/dataset-resized/metal/metal225.jpg,data/processed/train/metal/metal_0249.jpg
train,metal,data/raw/dataset-resized/metal/metal160.jpg,data/processed/train/metal/metal_0250.jpg
train,metal,data/raw/dataset-resized/metal/metal92.jpg,data/processed/train/metal/metal_0251.jpg
train,metal,data/raw/dataset-resized/metal/metal366.jpg,data/processed/train/metal/metal_0252.jpg
train,metal,data/raw/dataset-resized/metal/metal6.jpg,data/processed/train/metal/metal_0253.jpg
train,metal,data/raw/dataset-resized/metal/metal200.jpg,data/processed/train/metal/metal_0254.jpg
train,metal,data/raw/dataset-resized/metal/metal243.jpg,data/processed/train/metal/metal_0255.jpg
train,metal,data/raw/dataset-resized/metal/metal329.jpg,data/processed/train/metal/metal_0256.jpg
train,metal,data/raw/dataset-resized/metal/metal266.jpg,data/processed/train/metal/metal_0257.jpg
train,metal,data/raw/dataset-resized/metal/metal186.jpg,data/processed/train/metal/metal_0258.jpg
train,metal,data/raw/dataset-resized/metal/metal73.jpg,data/processed/train/metal/metal_0259.jpg
train,metal,data/raw/dataset-resized/metal/metal29.jpg,data/processed/train/metal/metal_0260.jpg
train,metal,data/raw/dataset-resized/metal/metal311.jpg,data/processed/train/metal/metal_0261.jpg
train,metal,data/raw/dataset-resized/metal/metal1.jpg,data/processed/train/metal/metal_0262.jpg
train,metal,data/raw/dataset-resized/metal/metal376.jpg,data/processed/train/metal/metal_0263.jpg
train,metal,data/raw/dataset-resized/metal/metal152.jpg,data/processed/train/metal/metal_0264.jpg
train,metal,data/raw/dataset-resized/metal/metal368.jpg,data/processed/train/metal/metal_0265.jpg
train,metal,data/raw/dataset-resized/metal/metal82.jpg,data/processed/train/metal/metal_0266.jpg
train,metal,data/raw/dataset-resized/metal/metal244.jpg,data/processed/train/metal/metal_0267.jpg
train,metal,data/raw/dataset-resized/metal/metal14.jpg,data/processed/train/metal/metal_0268.jpg
train,metal,data/raw/dataset-resized/metal/metal399.jpg,data/processed/train/metal/metal_0269.jpg
train,metal,data/raw/dataset-resized/metal/metal115.jpg,data/processed/train/metal/metal_0270.jpg
train,metal,data/raw/dataset-resized/metal/metal79.jpg,data/processed/train/metal/metal_0271.jpg
train,metal,data/raw/dataset-resized/metal/metal50.jpg,data/processed/train/metal/metal_0272.jpg
train,metal,data/raw/dataset-resized/metal/metal327.jpg,data/processed/train/metal/metal_0273.jpg
train,metal,data/raw/dataset-resized/metal/metal289.jpg,data/processed/train/metal/metal_0274.jpg
train,metal,data/raw/dataset-resized/metal/metal250.jpg,data/processed/train/metal/metal_0275.jpg
train,metal,data/raw/dataset-resized/metal/metal173.jpg,data/processed/train/metal/metal_0276.jpg
train,metal,data/raw/dataset-resized/metal/metal147.jpg,data/processed/train/metal/metal_0277.jpg
train,metal,data/raw/dataset-resized/metal/metal247.jpg,data/processed/train/metal/metal_0278.jpg
train,metal,data/raw/dataset-resized/metal/metal252.jpg,data/processed/train/metal/metal_0279.jpg
train,metal,data/raw/dataset-resized/metal/metal406.jpg,data/processed/train/metal/metal_0280.jpg
train,metal,data/raw/dataset-resized/metal/metal26.jpg,data/processed/train/metal/metal_0281.jpg
train,metal,data/raw/dataset-resized/metal/metal36.jpg,data/processed/train/metal/metal_0282.jpg
train,metal,data/raw/dataset-resized/metal/metal76.jpg,data/processed/train/metal/metal_0283.jpg
train,metal,data/raw/dataset-resized/metal/metal78.jpg,data/processed/train/metal/metal_0284.jpg
train,metal,data/raw/dataset-resized/metal/metal30.jpg,data/processed/train/metal/metal_0285.jpg
train,metal,data/raw/dataset-resized/metal/metal182.jpg,data/processed/train/metal/metal_0286.jpg
train,paper,data/raw/dataset-resized/paper/paper591.jpg,data/processed/train/paper/paper_0001.jpg
train,paper,data/raw/dataset-resized/paper/paper51.jpg,data/processed/train/paper/paper_0002.jpg
train,paper,data/raw/dataset-resized/paper/paper417.jpg,data/processed/train/paper/paper_0003.jpg
train,paper,data/raw/dataset-resized/paper/paper246.jpg,data/processed/train/paper/paper_0004.jpg
train,paper,data/raw/dataset-resized/paper/paper1.jpg,data/processed/train/paper/paper_0005.jpg
train,paper,data/raw/dataset-resized/paper/paper233.jpg,data/processed/train/paper/paper_0006.jpg
train,paper,data/raw/dataset-resized/paper/paper181.jpg,data/processed/train/paper/paper_0007.jpg
train,paper,data/raw/dataset-resized/paper/paper449.jpg,data/processed/train/paper/paper_0008.jpg
train,paper,data/raw/dataset-resized/paper/paper209.jpg,data/processed/train/paper/paper_0009.jpg
train,paper,data/raw/dataset-resized/paper/paper105.jpg,data/processed/train/paper/paper_0010.jpg
train,paper,data/raw/dataset-resized/paper/paper361.jpg,data/processed/train/paper/paper_0011.jpg
train,paper,data/raw/dataset-resized/paper/paper578.jpg,data/processed/train/paper/paper_0012.jpg
train,paper,data/raw/dataset-resized/paper/paper251.jpg,data/processed/train/paper/paper_0013.jpg
train,paper,data/raw/dataset-resized/paper/paper89.jpg,data/processed/train/paper/paper_0014.jpg
train,paper,data/raw/dataset-resized/paper/paper443.jpg,data/processed/train/paper/paper_0015.jpg
train,paper,data/raw/dataset-resized/paper/paper592.jpg,data/processed/train/paper/paper_0016.jpg
train,paper,data/raw/dataset-resized/paper/paper537.jpg,data/processed/train/paper/paper_0017.jpg
train,paper,data/raw/dataset-resized/paper/paper420.jpg,data/processed/train/paper/paper_0018.jpg
train,paper,data/raw/dataset-resized/paper/paper24.jpg,data/processed/train/paper/paper_0019.jpg
train,paper,data/raw/dataset-resized/paper/paper583.jpg,data/processed/train/paper/paper_0020.jpg
train,paper,data/raw/dataset-resized/paper/paper385.jpg,data/processed/train/paper/paper_0021.jpg
train,paper,data/raw/dataset-resized/paper/paper213.jpg,data/processed/train/paper/paper_0022.jpg
train,paper,data/raw/dataset-resized/paper/paper10.jpg,data/processed/train/paper/paper_0023.jpg
train,paper,data/raw/dataset-resized/paper/paper554.jpg,data/processed/train/paper/paper_0024.jpg
train,paper,data/raw/dataset-resized/paper/paper556.jpg,data/processed/train/paper/paper_0025.jpg
train,paper,data/raw/dataset-resized/paper/paper507.jpg,data/processed/train/paper/paper_0026.jpg
train,paper,data/raw/dataset-resized/paper/paper424.jpg,data/processed/train/paper/paper_0027.jpg
train,paper,data/raw/dataset-resized/paper/paper104.jpg,data/processed/train/paper/paper_0028.jpg
train,paper,data/raw/dataset-resized/paper/paper523.jpg,data/processed/train/paper/paper_0029.jpg
train,paper,data/raw/dataset-resized/paper/paper103.jpg,data/processed/train/paper/paper_0030.jpg
train,paper,data/raw/dataset-resized/paper/paper522.jpg,data/processed/train/paper/paper_0031.jpg
train,paper,data/raw/dataset-resized/paper/paper146.jpg,data/processed/train/paper/paper_0032.jpg
train,paper,data/raw/dataset-resized/paper/paper411.jpg,data/processed/train/paper/paper_0033.jpg
train,paper,data/raw/dataset-resized/paper/paper92.jpg,data/processed/train/paper/paper_0034.jpg
train,paper,data/raw/dataset-resized/paper/paper526.jpg,data/processed/train/paper/paper_0035.jpg
train,paper,data/raw/dataset-resized/paper/paper61.jpg,data/processed/train/paper/paper_0036.jpg
train,paper,data/raw/dataset-resized/paper/paper347.jpg,data/processed/train/paper/paper_0037.jpg
train,paper,data/raw/dataset-resized/paper/paper336.jpg,data/processed/train/paper/paper_0038.jpg
train,paper,data/raw/dataset-resized/paper/paper412.jpg,data/processed/train/paper/paper_0039.jpg
train,paper,data/raw/dataset-resized/paper/paper70.jpg,data/processed/train/paper/paper_0040.jpg
train,paper,data/raw/dataset-resized/paper/paper179.jpg,data/processed/train/paper/paper_0041.jpg
train,paper,data/raw/dataset-resized/paper/paper352.jpg,data/processed/train/paper/paper_0042.jpg
train,paper,data/raw/dataset-resized/paper/paper467.jpg,data/processed/train/paper/paper_0043.jpg
train,paper,data/raw/dataset-resized/paper/paper257.jpg,data/processed/train/paper/paper_0044.jpg
train,paper,data/raw/dataset-resized/paper/paper464.jpg,data/processed/train/paper/paper_0045.jpg
train,paper,data/raw/dataset-resized/paper/paper280.jpg,data/processed/train/paper/paper_0046.jpg
train,paper,data/raw/dataset-resized/paper/paper152.jpg,data/processed/train/paper/paper_0047.jpg
train,paper,data/raw/dataset-resized/paper/paper186.jpg,data/processed/train/paper/paper_0048.jpg
train,paper,data/raw/dataset-resized/paper/paper237.jpg,data/processed/train/paper/paper_0049.jpg
train,paper,data/raw/dataset-resized/paper/paper590.jpg,data/processed/train/paper/paper_0050.jpg
train,paper,data/raw/dataset-resized/paper/paper160.jpg,data/processed/train/paper/paper_0051.jpg
train,paper,data/raw/dataset-resized/paper/paper371.jpg,data/processed/train/paper/paper_0052.jpg
train,paper,data/raw/dataset-resized/paper/paper265.jpg,data/processed/train/paper/paper_0053.jpg
